ident;DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;kosten;totale belasting;oeverlengte;% beschoeid;% bebost;% overig ongeschikt;Ganzen beheren;Natuurvriendelijk onderhouden;belastingreductie opmerking;hulpkolom (km);hulpkolom;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;370.5;0;35;0;ja;nee;De landbouw die hioer zit is beperkt of extensief;;;0;mg/m2/dag;;NMI, 2019;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_6_10;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;;;33.38;370.5;0;35;0;ja;nee;De landbouw die hioer zit is beperkt of extensief;;;0;mg/m2/dag;;NMI, 2019;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
354;;;;Kwaliteitsstuw tussen Kleine Maarsseveense plas en  Maarsseveense zodden;P-belasting verlagen;;SGBP2 2015-2021;;IM12;;WB;NL11_6_10;NL11_6_5;;;?;Waterschap Amstel Gooi en Vecht;;0;0;1;0;0;0;ESF1;uitgevoerd;geen;vastgesteld;;;;370.5;0;35;0;ja;nee;;;;0;mg/m2/dag;;;0;MolenpolderTienhove;nvt;LM_20190916;Vecht;;;
355;76557;NL11;MT-x;Verbeteren hydrologische situatie t.b.v. creëren doorstroomveen Westbroekse Zodden;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN20;LIFE+ maatregel C15: intern verbinden petgaten.;WB;NL11_6_11;NL11_6_5;1;n;j;Staatsbosbeheer;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;;;;;;2.198887565;370.5;0;35;0;ja;nee;;;;;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
356;76559;NL11;MT-xxx;Herstel sloten en graven petgat t.b.v. jonge verlandingen Oostelijke Binnenpolder;Oeverstructuur verbeteren;;SGBP2 2015-2021;2015-2021;IN20;LIFE+ maatregel C9: geplagd en verflauwd. Meer interactie tussen percelen en water.;WB;NL11_6_9;NL11_6_5;1;n;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF4;uitgevoerd;;;;;2.198887565;370.5;0;35;0;ja;nee;uitgevoerd LIFE;;;0;% van overig ongeschikt;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
;76556;NL11;MT;Optimaliseren waterstromen;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN02;OBT en Westbroek gaan via Nedereindse vaart. Nedereindse vaart is bron voor Molenpolder Groot en klein. Macroionen zullen verbeteren. Het is onduideljk wat fosfor concentratie zal gaan doen, Egelshoek heeft hoge fosforconcentratie, de DFI bij Weersloot gaat binnenkort draaien, wat worden de fosforconcentraties in de nieuwe natuurpeilvakken van OBT en WBZ. In het WGP staat: Aan het einde van de winter, wanneer nog steeds een neerslagoverschot aanwezig is, wordt de stuw gestreken tot een peil van NAP -1,15 m, het liefst tijdens een droge periode zodat het wateroverschot uit de Oostelijke Binnenpolder van Tienhoven beschikbaar komt voor de Molenpolder, Molenpolder-klein en het zoddengebied tussen de Oudedijk en Heuvellaan. Hiermee komt kwalitatief goed water beschikbaar in die gebieden en zal de kwelflux in de Oostelijke Binnenpolder van Tienhoven toenemen, ook in de percelen. Aan het einde van het groeiseizoen (augustus/september) kan de stuw weer op zijn normale maximale peil worden gezet. De neerslag die dan valt zal ten goede komen aan de Oostelijke Binnenpolder van Tienhoven en vermengen met de kwel. Wanneer het peil is uitgezakt, lijkt de huidige kwelflux onvoldoende om de terrestrische doelsoorten te ondersteunen. Voortschrijdend inzicht laat zien dat juist als het waterpeil omhoog komt in de zomer, dat basenrijk oppervlaktewater dan de percelen intrekt en zelfs delen innudeerd (geconstateerd in wieden en weerribben). Het gevoel is dat het niet verstandig is de stuw te ver te strijken. Het peilbeheer blijft nu hetzelfde. We besluiten om de stuw het gehele op zijn hoogste stand te laten staan. Behalve als vanwege maaibeheer door Natuurmonumenten in nazomer een laag peil nodig is. Deze maatregel heeft ook effect op ESF1, productiviteit.;WB;NL11_6_10;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1, ESF4;;geen;;;;2.198887565;370.5;0;35;0;ja;nee;;;;?;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
;76556;NL11;MT;Optimaliseren waterstromen;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN02;OBT en Westbroek gaan via Nedereindse vaart. Nedereindse vaart is bron voor Molenpolder Groot en klein. Macroionen zullen verbeteren. Het is onduideljk wat fosfor concentratie zal gaan doen, Egelshoek heeft hoge fosforconcentratie, de DFI bij Weersloot gaat binnenkort draaien, wat worden de fosforconcentraties in de nieuwe natuurpeilvakken van OBT en WBZ. In het WGP staat: Aan het einde van de winter, wanneer nog steeds een neerslagoverschot aanwezig is, wordt de stuw gestreken tot een peil van NAP -1,15 m, het liefst tijdens een droge periode zodat het wateroverschot uit de Oostelijke Binnenpolder van Tienhoven beschikbaar komt voor de Molenpolder, Molenpolder-klein en het zoddengebied tussen de Oudedijk en Heuvellaan. Hiermee komt kwalitatief goed water beschikbaar in die gebieden en zal de kwelflux in de Oostelijke Binnenpolder van Tienhoven toenemen, ook in de percelen. Aan het einde van het groeiseizoen (augustus/september) kan de stuw weer op zijn normale maximale peil worden gezet. De neerslag die dan valt zal ten goede komen aan de Oostelijke Binnenpolder van Tienhoven en vermengen met de kwel. Wanneer het peil is uitgezakt, lijkt de huidige kwelflux onvoldoende om de terrestrische doelsoorten te ondersteunen. Voortschrijdend inzicht laat zien dat juist als het waterpeil omhoog komt in de zomer, dat basenrijk oppervlaktewater dan de percelen intrekt en zelfs delen innudeerd (geconstateerd in wieden en weerribben). Het gevoel is dat het niet verstandig is de stuw te ver te strijken. Het peilbeheer blijft nu hetzelfde. We besluiten om de stuw het gehele op zijn hoogste stand te laten staan. Behalve als vanwege maaibeheer door Natuurmonumenten in nazomer een laag peil nodig is. Deze maatregel heeft ook effect op ESF1, productiviteit.;WB;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1, ESF4;;geen;;;;2.198887565;370.5;0;35;0;ja;nee;;;;?;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
;76556;NL11;MT;Optimaliseren waterstromen;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN02;OBT en Westbroek gaan via Nedereindse vaart. Nedereindse vaart is bron voor Molenpolder Groot en klein. Macroionen zullen verbeteren. Het is onduideljk wat fosfor concentratie zal gaan doen, Egelshoek heeft hoge fosforconcentratie, de DFI bij Weersloot gaat binnenkort draaien, wat worden de fosforconcentraties in de nieuwe natuurpeilvakken van OBT en WBZ. In het WGP staat: Aan het einde van de winter, wanneer nog steeds een neerslagoverschot aanwezig is, wordt de stuw gestreken tot een peil van NAP -1,15 m, het liefst tijdens een droge periode zodat het wateroverschot uit de Oostelijke Binnenpolder van Tienhoven beschikbaar komt voor de Molenpolder, Molenpolder-klein en het zoddengebied tussen de Oudedijk en Heuvellaan. Hiermee komt kwalitatief goed water beschikbaar in die gebieden en zal de kwelflux in de Oostelijke Binnenpolder van Tienhoven toenemen, ook in de percelen. Aan het einde van het groeiseizoen (augustus/september) kan de stuw weer op zijn normale maximale peil worden gezet. De neerslag die dan valt zal ten goede komen aan de Oostelijke Binnenpolder van Tienhoven en vermengen met de kwel. Wanneer het peil is uitgezakt, lijkt de huidige kwelflux onvoldoende om de terrestrische doelsoorten te ondersteunen. Voortschrijdend inzicht laat zien dat juist als het waterpeil omhoog komt in de zomer, dat basenrijk oppervlaktewater dan de percelen intrekt en zelfs delen innudeerd (geconstateerd in wieden en weerribben). Het gevoel is dat het niet verstandig is de stuw te ver te strijken. Het peilbeheer blijft nu hetzelfde. We besluiten om de stuw het gehele op zijn hoogste stand te laten staan. Behalve als vanwege maaibeheer door Natuurmonumenten in nazomer een laag peil nodig is. Deze maatregel heeft ook effect op ESF1, productiviteit.;WB;NL11_6_9;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1, ESF4;;geen;;;;2.198887565;370.5;0;35;0;ja;nee;;;;?;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
358;;;;Bomen verwijderen langs het water in Molenpolder Natuur, klein Molenpolder, Maarsseveense zodden mogelijk ook.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;BE06;Deze maatregel heeft ook invloed op ESF2, lichtklimaat en ESF7, organische belasting.;;NL11_6_10;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF7;;Staatsbosbeheer, Natuurmonumenten;SGBP3;;;2.198887565;370.5;0;35;0;ja;nee;;;;91;% van bebost;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
358;;;;Bomen verwijderen langs het water in Molenpolder Natuur, klein Molenpolder, Maarsseveense zodden mogelijk ook.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;BE06;Deze maatregel heeft ook invloed op ESF2, lichtklimaat en ESF7, organische belasting.;;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF2, ESF7;;Staatsbosbeheer, Natuurmonumenten;SGBP3;;;2.198887565;370.5;0;35;0;ja;nee;;;;91;% van bebost;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
359;;;;Kreeften verwijderen: biomanipulatie.;Biomanipulatie kreeft;;SGBP3 2021-2027;2021-2027;BE01;Vraag of dit effectief is. Wordt onderzocht. Deze maatregel heeft ook effect op ESF6, verwijdering.;;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1, ESF6;;Provincie Utrecht, Staatsbosbeheer, Natuurmonumenten;SGBP3;;;2.198887565;370.5;0;35;0;ja;nee;;;;1;1/0;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
360;;;;Lokaal baggeren Molenpolder Natuur en Westbroekse zodden.;Baggeren;;SGBP3 2021-2027;2021-2027;BE04;Dit vergt nog wat meer studie om dit in detail in kaart te brengen: Alleen in het zuid-oosten van de Molenpolder Natuur en delen van de Oostelijke binnepolder en Westbroekse zodden is de waterbodem voedselrijk en levert mogelijk P na. In lijnvormige wateren vormt nalevering geen groot probleem omdat de draagkracht erg hoog is, maar in westbroek zou waterdiepte en nalevering uit de waterbodem in de zomer wel kunnen bijdragen aan een hoge belasting.;;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF3;Alleen in de taartpunt lijkt het zinvol de waterdiepte te vergroten.;Staatsbosbeheer, Natuurmonumenten;SGBP3;;;2.198887565;370.5;0;35;0;ja;nee;;;;15;% van overig ongeschikt;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
361;;;;Vergroten waterdiepte taartpunt natuur.;Op diepte brengen;;SGBP3 2021-2027;2021-2027;IN12;De gemiddelde waterdiepte is nu < 35 cm. Temperatuur kan oplopen.;;NL11_6_9;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;Staatsbosbeheer, Natuurmonumenten;SGBP3;;;2.198887565;370.5;0;35;0;ja;nee;opmerking voor pbl: diepte is een primaire voorwaarde, zonder verdieping geen ecologie (werkt als een extra P-sink, en een beter temperatuurklimaat);;;0;1/0;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_6_9;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF6;;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;;;370.5;0;35;0;ja;nee;;;;;#N/B;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_6_10;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF6;;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;;;370.5;0;35;0;ja;nee;;;;;#N/B;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_6_11;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF6;;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;;;370.5;0;35;0;ja;nee;;;;;#N/B;;;0;MolenpolderTienhove;2027;LM_20190916;Vecht;;;
;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_6_9;NL11_6_5;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;Staatsbosbeheer, Natuurmonumenten, Waterschap Amstel, Gooi en Vceht;?;SGBP3;;2.115472296;370.5;0;35;0;ja;nee;;;;;ha;;;0;MolenpolderTienhove;2027;LM_20191017;Vecht;;;
;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_6_11;NL11_6_5;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF1;;Staatsbosbeheer, Natuurmonumenten, Waterschap Amstel, Gooi en Vceht;?;SGBP3;;2.115472296;370.5;0;35;0;ja;nee;;;;;ha;;;0;MolenpolderTienhove;2027;LM_20191017;Vecht;;;
466;;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;geldt dit echt voor alle waterlichamen: we kregen van terreinbeheerders mee dat dit niet speelt in OBT;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_6_11;NL11_6_5;;;;Provincie Utrecht;;0;0;0;0;0;0;ESF6;;Staatsbosbeheer, Natuurmonumenten;;SGBP3;;;370.5;0;35;0;ja;nee;;;;;1/0;;;0;;2027;GH_20191210;;;;
363;71355;NL11;91120;Optimaliseren peilregime Botshol;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;IN14;Het uitvoeren van maatregelen zodat het peil in voorjaar langer hoog wordt gehouden en in de zomer verder kan uitzakken in.;WB;NL11_7_1;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;geen;;;;;39.5;2.8;5;0;ja;nee;flexpeil is na evaluatie teruggedraaid;;;0;mg/m2/dag;;;1;Botshol;2016;LM_20190916;Amstel;;;
364;71305;NL11;90916;Onderzoeken verbetering defosfatering ;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;S01;Het uitvoeren van een onderzoek naar de mogelijkheden om de defosfatering van inlaatwater naar het Natura 2000-gebied Botshol te verbeteren;WB;NL11_7_1;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=12000.00;0;0;1;0;0;0;ESF1;;geen;;;;;39.5;2.8;5;0;ja;nee;;;;;mg/m2/dag;;;1;Botshol;2016;LM_20190916;Amstel;;;
365;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_7_1;NL11_7_1;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;39.5;2.8;5;0;ja;nee;;;;0;1/0;;;1;Botshol;2016;LM_20190916;Amstel;;;
366;76530;NL11;91119;Graven petgaten en plaggen tbv jonge verlandingen Botshol;Areaal nieuw;;SGBP2 2015-2021;2015-2021;IN20;"maatregel C17 uit LIFE+ subsidie: graven petgaten 2,4 ha (deels incl. verwijderen 1,3 ha (moeras)bos incl. rooien stobben), verwijderen bos 0,2 ha en plaggen 2,3 ha gedegenereerd veenmosrietlandreeds voor 2015 gestart, echter pas na 2015 afgerond. 
Breedte petgaten geschat op 10 meter";WB;NL11_7_1;NL11_7_1;1;n;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF4;;Natuurmonumenten;;;;;39.5;2.8;5;0;ja;nee;;;;2.4;km;;;1;Botshol;2021;LM_20190916;Amstel;;;
367;71355;NL11;;Optimaliseren peilregime Botshol;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN14;Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_7_1;NL11_7_1;1;n;;Waterschap Amstel Gooi en Vecht;;0;0;1;0;0;0;ESF1, ESF4;;geen;;;;;39.5;2.8;5;0;ja;nee;flexpeil is na evaluatie teruggedraaid;;;?;mg/m2/dag;;;1;Botshol;2018;LM_20190916;Amstel;;;
368;;;;(tijdelijk) afkoppelen of omleiden waterstromen van Zwanengat-gebied naar de plassen ;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;In en ná neerslagrijke perioden lijken de rietlanden en (deels verjongde) petgaten van het Zwanegat-gebied slib en nutriënten af te geven aan de waterkolom. Deze worden vervolgens deels naar de plassen gevoerd. Om deze belasting weg te nemen kan het Zwanegat-gebied en het “Dwarse” van een alternatieve afvoerroute worden voorzien. Deze kan worden ingezet in perioden met een sterke uitspoeling en de daaropvolgende zomers waarin het particulair fosfor 'vrijkomt' uit de waterbodem. De afstroomrichting naar de plassen kan in die periode worden dichtgezet met een `kwaliteitsstuw’.  Dit is een ingrijpende maatregel die we graag willen met monitoring: we willen de P flux beter inzichtelijk maken. Alternatieven die genoemd worden door provincie en NMM: baggeren sloten Zwanengat (dit lijkt kostbaar om periodiek te doen) of omleiden waterstromen, zodat water uit het zwanegat via de defos naar de Wijes wordt geleidt. Bovendien is de grote waterbehoefte waar in voorzien moet worden een risico.;;NL11_7_1;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;Natuurmonumenten;SGBP3;;;1.333693285;39.5;2.8;5;0;ja;nee;bot2018a_life2017.xlsx, cel GX7;;;0.266791907;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
369;;;;Afkoppelen Kloosterkolk;P-belasting verlagen;;SGBP2 2015-2021;2019;IM12;De aalscholverkolonie in de Koosterkolk brengt veel P in het watersysteem die van elders afkomstig is. De hydrologische isolatie van de Kloosterkolk functioneert nu gebrekkig: stuwen zijn lek en wateroverschotten in de Kloosterkolk worden niet weggeleid naar het landbouwgebied of de Waver. Doel is dit alsnog te doen en bij voorkeur te zorgen voor lichte `onderdruk’ in Koosterkolk-compartiment. Deze maatregel is uitgevoerd, alleen de afvoer van water bij overschot (bij voorkeur richting Nellestein) is nog niet gerealiseerd en vraagt om nieuwe kunstwerken. Een stuw is hier wenselijker dan een klep of ander kunstwerk (richting polder Nellestein).;WB;NL11_7_1;NL11_7_1;1;n;?;Waterschap Amstel Gooi en Vecht;;0;1;0;0;0;0;ESF1;;Natuurmonumenten;vastgesteld of operationeel beheer;;;1.333693285;39.5;2.8;5;0;ja;nee;bot2018a_life2017.xlsx, cel GX11;;;0.380809536;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
370;;;;Effectiviteit defosfatering maximaliseren;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;"De toediening van IJzerchloride voor de defosfatering van het inlaatwater uit de Waver is sluipenderwijs verminderd. De toediening wordt verhoogd gericht op een maximaal zuiveringsresultaat.
In het verlengde hiervan: ten behoeve van rietoogst door dhr. Verweij zouden er tijdelijke schotten in de watergangen worden geplaatst om de verspreiding van flocculant et beperken. Dit wordt herbezien op effect op externe P-belasting. Ook de verbinding met de Bruggesloot (keerschotten ontbreken regelmatig en er is onvoldoende toezicht op het terugplaatsen van deze schotten), vaarbewerging en mogelijke opwerveling (wens is om schotten permanent te laten staan en niet door uitstroom van de defosfatering te varen), sulfaat en zuurstof in de nabezinksloten is een aandachtspunt: Mogelijk leveren de nabezinksloten na onder bepaalde omstandigheden. Vaste schotten zouden de voorkeur hebben als er geen geld/ aandacht is voor controle of schotten op tijd zijn teruggeplaatst.
";;NL11_7_1;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;;geen;SGBP3;;;1.333693285;39.5;2.8;5;0;ja;nee;bot2018a_life2017.xlsx, cel GX2-GY2;;;0.044114726;mg/m2/dag;;;0;Botshol;2027;LM_20190916;Amstel;;;
