koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Initiatiefnemer.waternet;EUFonds.code;Kosten;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen GtH;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast
598;;NL11;NL11_3_7;Wijde Blik;KH-xx;Beperken van de externe fosfaatbelasting vanuit Kerkelanden in het Hilversums kanaal;SGBP3 2021-2027;2021-2027;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik: dit is de defos van Kerkelanden en Haven Hilversum (waarschijnlijk beide bronnen gelijktijdig in het kanaal gezuiverd). SGBP2 start het meetplan om te bepalen hoe deze maatregel kan worden uitgevoerd. Uitvoering zal pas in SGBP3 zijn.;IM12;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;NL_KTM2A;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;1;0;0;0;0;0;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;geen;SGBP3;;;ESF1;0;mg/m2/dag;;0;nvt;NL11_3_7;LM_20190916
599;;NL11;NL11_3_7;Wijde Blik;;Beperken vaarbeweging in ondiepe zone tot 3 meter;SGBP3 2021-2027;2021-2027;Het is wenselijk dat er niet gevaren wordt boven ondiepe zones in de plas omdat schroeven van schepen vegetatie kunnen vernielen en dit leidt tot opwerveling van bodemdeeltjes en de ontwikkeling van oevers remt door golfslag.;RO03;WB;;;-;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;1;0;0;0;0;0;;;;Scheepvaart reguleren;;afweging kosten: bestuurlijke keuze;?;SGBP3;;;ESF4;?;% van overig ongeschikt;;0;2027;NL11_3_7;LM_20190916
600;;NL11;NL11_5_3;Wijde Blik;;Intensivering van rietbeheer langs de oevers van alle plassen;SGBP3 2021-2027;2021-2027;Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd. Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.;IN18;WB;;1;n;j;;Geen overheid;Natuurmonumenten;;ACTIE GE: kosten per ha vanaf het water, inclusief verweideren stammen. Klepelen en afzuigen jaarlijks tijdens de eerste 5 jaar. ACTIE Laura rekent strook 10m langsoevers* oeverlengte = hectare;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;afweging financiele bijdrage: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;financiele dekking?;SGBP3;;ESF1, ESF2;;;;0;2027;NL11_3_7;LM_20190916
606;;NL11;NL11_3_7;Wijde Blik;;Verbeteren van operationeel gebruik terugpompinstallatie: mogelijk pomp met grotere capaciteit nodig;SGBP3 2021-2027;2021-2027;;IM12;WB;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;ACTIE GE: Bij john van Amstel hoe lang een schutting mag duren;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;Gemeente Hilversum, Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;ESF1;0.01;mg/m2/dag;;0;2027;NL11_3_7;LM_20190916
607;;NL11;NL11_3_7;Wijde Blik;;Operationeel beheerinstellingenplan van vispassage: voorkomen dat er teveel water wordt ingelaten;SGBP3 2021-2027;2021-2027;;IM12;WB;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;geen;SGBP3;;;ESF1;0.01;mg/m2/dag;;0;2027;NL11_3_7;LM_20190916
605;;NL11;NL11_3_7;Wijde Blik;;Vastleggen van geboden en verboden in KEUR en beheer en onderhoudsplan voor Wijde Blik;SGBP3 2021-2027;2021-2027;Het is niet wenselijk dat grote delen van de plas worden gemaaid. Daarom zou een maximum areaal dat gemaaid mag worden in de ondiepe zone tussen 0-1 en 1-3 meter, plaggen en verwijderen van overhangend groen zou als geboden moeten vastgeled en geen overkluizing en beschoeiing zijn meer toegestaan.;S06;MW;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;voor handhaving, jurist, verwerken KEUR;Instrumentele maatregel;;aanpassen beleid KEUR: bestuurlijke keuze;Natuurmonumenten;SGBP3;;;ESF1, ESF2, ESF6, ESF7;1;n;;0;2027;NL11_3_7;
311;71318;NL11;NL11_6_7;Wijde Gat;91016;Aanbrengen drempels om migratie bagger vanuit KH-achterland te vermijden (Groenewoud);SGBP1 2009-2015;2009-2015;;IN02;WB;;1;n;n;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=122000.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;;;;0;0;1;0;0;0;;;;Achteruitgang vermijden;Uitzoeken;uitgevoerd;Natuurmonumenten;;;;ESF1;0;#N/B;;1;2016;NL11_6_4;LM_20190916
355;71373;NL11;NL11_6_7;Wijde Gat;91161;Onderzoeken verbetering kwaliteit suppletiewater Horstermeer;SGBP1 2009-2015;2009-2015;Het gaat om het onderzoeken van de mogelijkheden om de kwaliteit van het suppletiewater naar de Horstermeer te verbeteren, eventueel door het aanleggen van het helofytenfilter Korremof;S01;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=25000.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;Onderzoek;;uitgevoerd;Natuurmonumenten;;;;ESF1;0;nvt;;1;2016;NL11_6_4;LM_20190916
444;71357;NL11;NL11_6_7;Wijde Gat;91124;Realiseren P-reductie rwzi Horstermeer (autonoom);SGBP1 2009-2015;2009-2015;Het gaat om het realiseren van maatregelen om de rwzi aan de wettelijke lozingseisen te laten voldoen;IM01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=10500000.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;uitgevoerd;geen;;;;ESF1;0;mg/m2/dag;;1;2016;NL11_6_4;LM_20190916
445;71380;NL11;NL11_6_7;Wijde Gat;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS;deze maatregel is niet relevant voor Kortenhoef;uitgevoerd;Natuurmonumenten;;;;ESF4;0;1/0;;1;2016;NL11_6_4;LM_20190916
446;71372;NL11;NL11_6_7;Wijde Gat;91156;Stoppen bemesten van gronden van NM met kortlopende overeenkomsten;SGBP1 2009-2015;niet;"De oorspronkelijke kwantitatieve doelstelling van de maatregel was het uitvoeren van de beheermaatregel op 154 hectare in het plassengebied opgedeeld in:•	Het stoppen van bemesten op 30 hectare in het gebied van Hollands Ankeveense plas•	Het stoppen van bemesten op 55 hectare in het gebied van Stichts Ankeveense plas•	Het stoppen van bemesten op 69 hectare in het gebied van de Kortenhoefse plassen";IM08;MW;;0.0001;km;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=27900.00;NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0.0001;0;0;;;;P-belasting verlagen;;vervangen;;;;;ESF1;0;mg/m2/dag;;1;nvt;NL11_6_4;LM_20190916
448;71319;NL11;NL11_6_7;Wijde Gat;91017;Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1;SGBP1 2009-2015;2009-2015;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket met:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1,- Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassenen- Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassendoor Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;BE02;WB;;21.03;km;j;;Geen overheid;Natuurmonumenten;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=97000.00;NL_VOG_95;;NL_KTM6A;;Macrofauna_Overige Waterflora_Vis;0;0;0;21.03;0;0;;;;Open landschap herstellen;;gefaseerd;;;;;ESF4;0;% van bebost;;1;nvt;NL11_6_4;LM_20190916
452;71395;NL11;NL11_6_7;Wijde Gat;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;SGBP1 2009-2015;2009-2015;2-zijdige passage mogelijk: nieuw gemaal t Hemeltje met Manshanden buisvijzels en een retourpomp.;;MW;;;;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;#N/B;;;;Vis;0;0;1;0;0;0;;;;Vis;;uitgevoerd;Natuurmonumenten;;;;ESF5;0;nvt;;1;nvt;NL11_6_4;LM_20191017
453;76517;NL11;NL11_6_7;Wijde Gat;91009;Aanpassen RWZI Horstermeer (kwaliteit effluent verdergaand verbeteren na evaluatie);SGBP2 2015-2021;2015-2021;;IM01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;KTM1;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;P-belasting verlagen;;uitgevoerd;geen;;;;ESF1;?;mg/m2/dag;;1;2016;NL11_6_4;LM_20190916
454;76547;NL11;NL11_6_7;Wijde Gat;KH-x;Beperken externe fosfaatbelasting vanuit Anko Zuid;SGBP2 2015-2021;2015-2021;"Bij het plan voor de defosfatering wenst Natuurmonumenten een aanvullend onderzoek naar de gevolgen voor rietontwikkeling. Dit zou kunnen door bodemchemische metingen in de rietzone uit te voeren. Natuurmonumenten heeft de voorkeur voor een alternatieve aanvoerroute van het ANKO Zuid eerst via het riet en dan naar de DFI. 
";IM12;WB;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;NL_KTM2A;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;1;0;0;;;;P-belasting verlagen;;gefaseerd;geen;KRW uitvoeringsplan Kortenhoef?;;;ESF1;0.341;mg/m2/dag;;1;2021;NL11_6_4;LM_20190916
456;76548;NL11;NL11_6_7;Wijde Gat;KH-xx;Beperken fosfaatbelasting Hilversums Kanaal;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik.  ;IM12;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;NL_KTM2A;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;1;0;0;;;;P-belasting verlagen;;gefaseerd;geen;;;;ESF1;0;mg/m2/dag;;1;2020;NL11_6_4;LM_20190916
457;76550;NL11;NL11_6_7;Wijde Gat;KH-y;Graven petgaten en plaggen t.b.v. jonge verlandingen Kortenhoefse Plassen - Oostzijde;SGBP2 2015-2021;2015-2021;LIFE+ maatregel C5. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;IN20;WB;;1;n;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;NL_KTM6A;;;0;0;1;0;0;0;;;;Niet relevant;;uitgevoerd;;;;;ESF1, ESF4;0;nvt;;1;2021;NL11_6_4;LM_20190916
464;76541;NL11;NL11_6_7;Wijde Gat;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;SGBP2 2015-2021;2015-2021;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;BR01;MW;;1;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95|NL_HAB_83;;KTM2;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;1;0;0;0;0;;;;P-belasting verlagen;;in uitvoering;DAW, agrarische collectieven, studieclubs, bedrijven;;;;ESF1;0;mg/m2/dag;NMI, 2019;1;2021;NL11_6_4;LM_20190916
466;76518;NL11;NL11_6_7;Wijde Gat;91015;Herstelmaatregelen Kortenhoefse plassen fase 2, effect 1;SGBP2 2015-2021;niet;Het baggeren van 37 ha petgaten in het plassengebied. Dit is niet uitgevoerd en staat niet meer op de planning voor SGBP2. Er wordt getwijfeld over nut en noodzaak (de waterbodem levert geen fosfor na en het is onduidelijk of de voedingstoffen in de waterbodem een risico zijn voor woekerende planten) en het is lastig uitvoerbaar gezien er geen geschikte locaties zijn voor een baggerdepot en geen middelen om de bagger verder af te voeren.;BE04;WB;;37;m3;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;KTM4;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;37;0;0;;;;Baggeren;;gefaseerd;Waterschap Amstel Gooi en Vecht;;;;ESF3;;% van overig ongeschikt;;1;nvt;NL11_6_4;LM_20190916
470;76519;NL11;NL11_6_7;Wijde Gat;91017;Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1;SGBP2 2015-2021;2015-2021;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten. De maatregel wordt door Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd, als onderdeel van maatregelpakket C.10De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018. Deze maatregel heeft ook effect op ESF1 en ESF7.;BE02;WB;;21.03;km;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_VOG_95;;NL_KTM6A;;Macrofauna_Overige Waterflora_Vis;0;0;21.03;0;0;0;;;;Open landschap herstellen;;uitgevoerd;;;;;ESF2, ESF1, ESF7;19.54;% van bebost;;1;2021;NL11_6_4;LM_20190916
472;76551;NL11;NL11_6_7;Wijde Gat;KH-yy;Herstel jonge verlandingen Bruin Joost/ Kerkhof en moerasontwikkeling De Put ;SGBP2 2015-2021;2015-2021;LIFE+ maatregel C6;IN20;WB;;1;n;j;;Geen overheid;Natuurmonumenten;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;NL_HAB_95|NL_VOG_95;;NL_KTM6A;;Macrofauna_Overige Waterflora_Vis;0;0;1;0;0;0;;;;Oeverstructuur verbeteren;;uitgevoerd;;;;;ESF4, ESF6;;% van overig ongeschikt;;1;2021;NL11_6_4;LM_20190916
643;;NL11;NL11_6_7;Wijde Gat;;Kleinere maximumhoeveelheid toestaan voor het onttrekken en lozen van water aan of op oppervlaktewateren;SGBP3 2021-2027;2021-2027;Zonder vergunning of melding maximaal 500 m³ (500.000 liter) water per uur uit boezemwater halen. Dit zijn rivieren of kanalen die hoger liggen dan het land achter de dijk. Voor wateren zoals grachten en ander water in de stad geldt een maximum van 120 m³ per uur. Nabij (in hetzelfde peilvak) diepe plassen en kleine ondiepe plassen willen we ontrekkingen zoveel mogelijk voorkomen, door een altervnatieve locatie te zoeken in een ander peilvak. Kan het niet anders dan is een maximum van 20 m³ per uur (dit is nog steeds een vergelijkbare hoeveelheid als het inlaatdebiet van b.v. de Gaasperplas) toegestaan.;G04;MW;;;-;;;Waterschap;Waterschap Amstel Gooi en Vecht;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Instrumentele maatregel;niet meegenomen in doelafleiding;aanpassen beleid KEUR: bestuurlijke keuze;Waterschap Amstel Gooi en Vecht;SGBP3;;;ESF1;0;mg/m2/dag;;0;2027;;LM_20200318
615;;NL11;NL11_6_7;Wijde Gat;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud van watergangen;SGBP3 2021-2027;2021-2027;De KEUR zou gebiedsspecifiek moeten toelaten dat watergangen minder frequent of niet worden geschoond, om flora en fauna te sparen in poldersloten of om verlanding toe te laten in natuurgebieden. De invulling hiervan wordt uitgewerkt in het beheer en onderhoudsprogramma van AGV. Bij vervangen van beschoeiing moet vegetatie zoveel mogelijk worden gespaard.;S06;MA;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;geen investering maar operationele kosten;;;;;Macrofauna_Overige Waterflora_Vis;0;1;0;0;0;0;;;voor planadvies, jurist, verwerken KEUR;Instrumentele maatregel;;bestuurlijk vastgesteld;Gemeente Hilversum, Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;Beheer en onderhoudsprogramma;;;ESF4, ESF6;1;1/0;;0;2027;NL11_6_4;GH_20191205
608;;NL11;NL11_6_7;Wijde Gat;;Afvoer Stichts Ankeveense Plassen via defosfatering Anko-zuid;SGBP3 2021-2027;2021-2027;Netto effect gering, enerzijds meer belasting uit SAP, anderzijds minder uit Hilversums kanaal;IM12;WB;;;n;;;Waterschap;Waterschap Amstel Gooi en Vecht;;712000;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;bestuurlijk vastgesteld;geen;KRW uitvoeringsplan Kortenhoef?;;;ESF1;0.04242;mg/m2/dag;;0;2027;NL11_6_4;LM_20190916
609;;NL11;NL11_6_7;Wijde Gat;;Baggeren en of bezanden in EAG 3 (Kortenhoef West);SGBP3 2021-2027;2021-2027;Er wordt getwijfeld over nut en noodzaak van baggeren in EAG3 (de waterbodem levert geen fosfor na en het is onduidelijk of de voedingstoffen in de waterbodem een risico zijn voor woekerende planten) en het is lastig uitvoerbaar gezien er geen geschikte locaties zijn voor een baggerdepot en geen middelen om de bagger verder af te voeren.;BE04;WB;;41000;m3;j;;Geen overheid;Natuurmonumenten;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Baggeren;;niet uitvoeren: niet effectief;Waterschap Amstel Gooi en Vecht;financiele dekking?;;;ESF3;?;% van overig ongeschikt;;0;2027;NL11_6_4;LM_20190916
610;;NL11;NL11_6_7;Wijde Gat;;Belasting vanuit verhard oppervlak reduceren in EAG 4 en 5 ;SGBP3 2021-2027;2021-2027;Staat in fiche provincie Noord-Holland en dit een maatregel van gemeente Wijdemeren. ;IM12;WB;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;1% inlaat eag 4;planvorming;Waterschap Amstel Gooi en Vecht;;N2000-beheerplan;;ESF1;0.08;mg/m2/dag;;0;2027;NL11_6_4;LM_20191017
611;;NL11;NL11_6_7;Wijde Gat;;Beperken van de externe fosfaatbelasting vanuit Kerkelanden in het Hilversums kanaal;SGBP3 2021-2027;2021-2027;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik: dit is de defos van Kerkelanden en Haven Hilversum (waarschijnlijk beide bronnen gelijktijdig in het kanaal gezuiverd). SGBP2 start het meetplan om te bepalen hoe deze maatregel kan worden uitgevoerd. Uitvoering zal pas in SGBP3 zijn.;IM12;MW;;9;n;j;;Waterschap;Waterschap Amstel Gooi en Vecht;;1000000;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;afweging kosten: bestuurlijke keuze;geen;KRW uitvoeringsplan Kortenhoef?;;;ESF1;0.2143;mg/m2/dag;;0;2027;NL11_6_4;LM_20190916
612;;NL11;NL11_6_7;Wijde Gat;;Ganzen structureel beheren door populatiebeperking;SGBP3 2021-2027;2021-2027;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;BE08;MW;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Ganzen beheren;;bestuurlijke keuze provincie;Natuurmonumenten;;SGBP3;;ESF6;?;1/0;;0;2027;NL11_6_4;GH_20191210
613;;NL11;NL11_6_7;Wijde Gat;1;Het optimaal benutten van kwelwater door afplaggen, verlanding in sloten, het graven van petgaten en doorvoeren van kwelwater in EAG4 en EAG5 kan een bijdrage leveren aan de buffering van het systeem EAG3 en EAG5 omdat het water uit EAG4 richting EAG3 stroomt;SGBP3 2021-2027;2021-2027;Hier is al financiele dekking voor. ;RO07;MW;;;n;;;Provincie;Provincie Noord-Holland;;;NL_HAB_95|NL_VOG_95;;;;Macrofauna_Overige Waterflora;0;0;0;0;0;0;;;;Kwel herstellen;;planvorming;Natuurmonumenten, Waterschap Amstel Gooi en Vecht;;N2000-beheerplan;Winnie Rip;ESF4;?;ha;;0;2027;NL11_6_4;LM_20191017
