DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;afweging;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Kosten;interneKosten;beheerEnOnderhoudsKosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;Effect verwacht vanaf;aangepast;gebiedsteam;Kwaliteitselementen;
;;;Zoet schoon water aanvoeren naar Zwanegat.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IN01;Er zou water uit Vinkeveen worden ingelaten via de Ruigkadesloot naar het Zwanengat. Dit is een optie om de door provncie/ NMM genoemde nadelen van afkoppelen Zwanengat te mitigeren. Bij Natuurmonumenten leeft de gedachte dat het Zwanegat behoefte heeft aan aanvoer van zoetwater vanuit polder Botshol/Nellestein, opdat de jonge verlanding makkelijker op gang komt. ;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;SGBP3;;0;;;0;0;0;0;0;0;ESF1;0;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Zoet schoon water aanvoeren naar Zwanegat.NL11_7_1
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_7_2;Noorder IJplas;NL11_7_2;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_7_2
71307;NL11;90988;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 1;Beschoeiing aanpassen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN08;Het betreft het aanleggen van natuurvriendelijke oevers langs de Noorder IJplas conform volgens inrichtingsplan NIJP;WB;NL11_7_2;Noorder IJplas;NL11_7_2;2.5;km;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=300000.00;;;0;0;0.4;2.1;0;0;ESF4;0;% van beschoeid;;;1;nvt;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 1NL11_7_2
71308;NL11;90989;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 2;Verondiepen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN13;Het gaat om het verondiepen van een deel van de Noorder IJplas als uitvoering van het Inrichtingsplan NIJP. De verondiepingen moet de ontwikkeling van oever- en waterplanten mogelijk maken.Er worden geen inrichtingskosten benoemd, omdat deze worden gedekt vanuit de opbrengsten van grondexploitatie (werk met werk).;WB;NL11_7_2;Noorder IJplas;NL11_7_2;55;ha;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;8;47;0;0;ESF4;0;ha;;;1;nvt;LM_20190916;Amsterdam;#N/B;SGBP1 2009-2015Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 2NL11_7_2
71309;NL11;90991;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 3;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;ingetrokken;IM09;Het betreft de inrichting van de kleine plas als helofytenfilter voor het zuiveren van ingelaten water vanuit het Noordzeekanaal. ;WB;NL11_7_2;Noorder IJplas;NL11_7_2;6;ha;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Investering per planperiode=315000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;0;0;0;6;ESF1;0;mg/m2/dag;;;1;nvt;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 3NL11_7_2
71395;;;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;Vis;;SGBP1 2009-2015;2009-2015;uitgevoerd;;Er is een zuinige De Wit passage aangelegd tussen de zuid en noordplas.;MW;NL11_7_2;Noorder IJplas;NL11_7_2;;;;Waterschap Amstel Gooi en Vecht;;;;;;;0;0;1;0;0;0;ESF5;0;nvt;;;1;nvt;LM_20191017;Amsterdam;#N/B;SGBP1 2009-2015Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1NL11_7_2
76560;NL11;NIJP-x ;Beperken fosfaatbelasting uit omgeving;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;planvorming;IM12;MBV puridrain: in 2019 worden metingen uitgevoerd om te kijken wat de concentraties P zijn in de percelen. ;WB;NL11_7_2;Noorder IJplas;NL11_7_2;1;n;j;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;1;0;0;0;0;0;ESF1;0.5;mg/m2/dag;;;1;2021;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Beperken fosfaatbelasting uit omgevingNL11_7_2
76510;NL11;90988;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 1;Beschoeiing aanpassen;;SGBP2 2015-2021;2015-2021;planvorming;IN08;Het aanleggen van natuurvriendelijke oevers langs de Noorder IJplas conform het inrichtingsplan NIJP.;WB;NL11_7_2;Noorder IJplas;NL11_7_2;2.5;km;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;2;0;0.5;0;0;0;ESF4;2.5;% van beschoeid;;;1;2021;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis;SGBP2 2015-2021Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 1NL11_7_2
76511;NL11;90989;Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 2;Verondiepen;;SGBP2 2015-2021;2015-2021;in uitvoering;IN13;Het verondiepen van een deel van de Noorder IJplas als uitvoering van het Inrichtingsplan NIJP. De verondieping moet de ontwikkeling van oever- en waterplanten mogelijk maken.De maatregel is een voortzetting van de maatregel uit de SGBP 1-planperiode. De wens voor voldoende ondiep oppervlak blijft bestaan, maar dan wel met materiaal dat niet nalevert en niet organisch belast wordt.;WB;NL11_7_2;Noorder IJplas;NL11_7_2;55;ha;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;34;21;0;0;0;ESF2;55;ha;;;1;2021;LM_20190916;Amsterdam;#N/B;SGBP2 2015-2021Uitvoeren inrichtingsplan Noorder IJplas, fase 1 - effect 2NL11_7_2
;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_7_2;Noorder IJplas;NL11_7_2;;;;Provincie Noord-Holland;;;SGBP3;;;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Ganzen beheren, structureel door populatiebeperkingNL11_7_2
;;;Herstelmaatregel mitigeren: inrichting verbeteren en verwijderen gronddepot. ;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;dit is waarschijnlijk maar een klein aandeel van totale belasting: alleen zinvol als waterbodem niet meer nalavert.;BR10;Met welke grond en hoe gaan ;WB;NL11_7_2;Noorder IJplas;NL11_7_2;1;n;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;SGBP3;SGBP3;;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Herstelmaatregel mitigeren: inrichting verbeteren en verwijderen gronddepot. NL11_7_2
;;;Herstelmaatregelen mitigeren effect verondiepen;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;BR10;Jasper: uitvraag gedaan voor PvA waterbodem bedekken en nazorg verondiepingen afwerken.;WB;NL11_7_2;Noorder IJplas;NL11_7_2;1;n;j;Gemeente Amsterdam;Waterschap Amstel Gooi en Vecht;SGBP3;SGBP3;;;;0;0;0;0;0;0;ESF1;8;mg/m2/dag;;;0;2027;LM_20190916;Amsterdam;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Herstelmaatregelen mitigeren effect verondiepenNL11_7_2
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_7_2;Noorder IJplas;NL11_7_2;;;;Waterschap Amstel Gooi en Vecht;Gemeente Amsterdam, Provincie Noord-Holland;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_7_2
71348;NL11;91101;Herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelen;Baggeren;;SGBP1 2009-2015;2009-2015;gefaseerd;BE04;De maatregel betreft het baggeren van petgaten in het gebied Demmerik en wordt mede uitgevoerd in het kader van het Gebiedsconvenant Groot-Wilnis Vinkeveen. ;WB;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;3500;m3;j;Staatsbosbeheer;;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=250000.00;;;0;0;0;3500;0;0;ESF1;0;% van overig ongeschikt;;;1;nvt;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelenNL11_8_1
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS en SUBMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_8_1
71349;NL11;91102;Uitvoeren waterbeheermaatregelen Tussenboezem Vinkeveen;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN02;Een set waterbeheermaatregelen met als doel het weren van water afkomstig van Wilnis-Veldzijde uit Res.Demmerik;WB;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;1;n;n;Waterschap Amstel Gooi en Vecht;Staatsbosbeheer;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0;mg/m2/dag;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Uitvoeren waterbeheermaatregelen Tussenboezem VinkeveenNL11_8_1
76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;in uitvoering;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;0;0;0;0;ESF1;0;mg/m2/dag;;NMI, 2019;1;2021;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1NL11_8_1
76528;NL11;91101;Uitvoeren herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelen;Baggeren;;SGBP2 2015-2021;2015-2021;;BE04;De maatregel betreft het baggeren van petgaten in het gebied Demmerik en wordt mede uitgevoerd in het kader van het Gebiedsconvenant Groot-Wilnis Vinkeveen. De maatregel is een voortzetting van de maatregel uit de SGBP 1-planperiode;WB;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;3500;m3;j;Staatsbosbeheer;;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;3500;0;0;0;ESF3, ESF1;100;% van overig ongeschikt;;;1;2019;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Uitvoeren herstel- en inrichtingsmaatregelen Demmerik, baggermaatregelenNL11_8_1
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS en SUBMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. Check bij Edwin ter Hennepe wat hierover al op papier staat irt N2000 of NN doelen.;MA;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente De Ronde Venen en Stichtse Vecht, Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_8_1
;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;stimuleren;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;1;n;j;Waterschap Amstel Gooi en Vecht;Staatsbosbeheer;SGBP3;;ACTIE ??: jaarlijkse kosten agrarisch waterbeheer;;;0;0;0;0;0;0;ESF1;0;mg/m2/dag;;NMI, 2019;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2NL11_8_1
;;;Natuurvriendelijk onderhoud lijnvormige secondaire watergangen ;Natuurvriendelijk onderhouden EMERS en SUBMERS;;SGBP3 2021-2027;2021-2027;;;Pachters kunnen beter opgevoed worden: Er is een goede, specifieke beschrijving nodig hoe het gewenste onderhoud eruit ziet. Ten Noorden van het Spoor zijn er andere natuurdoelen (wel riet) dan ten zuiden van het spoor (weidevogels). Actie: navragen bij Edwin ter Hennepe wat er in het verleden op papier is gezet over N2000 irt KEUR. Mogen pachters GLB beheercontracten afsluiten?;MW;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;;;;Staatsbosbeheer;Waterschap Amstel Gooi en Vecht;;;;;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Natuurvriendelijk onderhoud lijnvormige secondaire watergangen NL11_8_1
;;;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 2;Natuurvriendelijk onderhouden EMERS en SUBMERS;;SGBP3 2021-2027;2021-2027;;;Een maatregel in alle waterlichamen waar dat nog relevant is;MW;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;;;;Waterschap Amstel Gooi en Vecht;Staatsbosbeheer;SGBP3;;geen investering maar operationele kosten;;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Toepassen ecologisch onderhoud oevers hoofdwateren - fase 2NL11_8_1
;;;Voorkomen dat brasem en karper het gebied in kunnen zwemmen (nu kunnen omwonende zelf (boot)stuwen open zetten);Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;S06;Dit kan worden gerealiseerd met omgevingsmanagement en voorlichting. En aanvullend kan de stuw anders bedienbaar worden gemaakt (knop alleen bedienbaar vanuit het water) of kunnen watergangen mogelijk afgezet worden met viswerend gaas. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;WB;NL11_8_1;Tussenboezem Vinkeveen a;NL11_8_1;14;n;j;Waterschap Amstel Gooi en Vecht;Staatsbosbeheer;SGBP3;;;;;0;0;0;0;0;0;ESF1, ESF2;1;n;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Voorkomen dat brasem en karper het gebied in kunnen zwemmen (nu kunnen omwonende zelf (boot)stuwen open zetten)NL11_8_1
71386;NL11;NL11_0168;Herstellen en aanleggen natuurvriendelijke oevers particuliere watergangen Mijdrechtse bovenlanden;Oeverstructuur verbeteren;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN07;;WB;NL11_8_3;Mijdrechtse Bovenlanden;NL11_8_2;6.8;km;j;Waterschap Amstel Gooi en Vecht;Provincie Noord-Holland;;;Investering per planperiode=405000.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;6.8;0;0;0;ESF4;0;% van overig ongeschikt;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Herstellen en aanleggen natuurvriendelijke oevers particuliere watergangen Mijdrechtse bovenlandenNL11_8_3
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS en SUBMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen.;MW;NL11_8_3;Mijdrechtse Bovenlanden;NL11_8_2;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_8_3
76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;in uitvoering;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_8_3;Mijdrechtse Bovenlanden;NL11_8_2;1;n;j;Waterschap Amstel Gooi en Vecht;DAW, agrarische collectieven, studieclubs, bedrijven;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;1;0;0;0;0;ESF1;0.141605822;mg/m2/dag;;NMI, 2019;1;2021;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1NL11_8_3
76529;NL11;91103;Omleiden / scheiden waterstromen Amstellandboezem;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;in uitvoering;IN02;Voorheen: Aanleggen schoonwaterkering Kromme Mijdrecht. Deze maatregel wordt genomen in de Amstellandboezem, maar heeft ook positief effect voor Vaarten Zevenhoven en Tussenboezem Vinkeveen a en b. ;MW;NL11_8_3;Mijdrechtse Bovenlanden;NL11_8_2;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;1;0;0;0;0;0;ESF1;2.046.955.654;mg/m2/dag;;;1;2021;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Omleiden / scheiden waterstromen AmstellandboezemNL11_8_3
